date,hk,ak,rows,sources
2022-09-02,dortmund,hoffenheim,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-03,astonvilla,mancity,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-03,bochum,werderbremen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-03,brentford,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-03,chelsea,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-03,einfrankfurt,rbleipzig,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-03,everton,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-03,leverkusen,freiburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-03,newcastle,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-03,nottmforest,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-03,stuttgart,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-03,tottenham,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-03,unionberlin,bayernmunich,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-03,wolfsburg,fckoln,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-03,wolves,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-04,augsburg,hertha,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-04,brighton,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-04,manunited,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-04,mgladbach,mainz,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-09,werderbremen,augsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-10,bayernmunich,stuttgart,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-10,einfrankfurt,wolfsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-10,hertha,leverkusen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-10,hoffenheim,mainz,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-10,rbleipzig,dortmund,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-10,schalke04,bochum,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-11,fckoln,unionberlin,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-11,freiburg,mgladbach,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-16,astonvilla,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-16,mainz,hertha,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-16,nottmforest,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-17,augsburg,bayernmunich,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-17,dortmund,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-17,leverkusen,werderbremen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-17,mgladbach,rbleipzig,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-17,newcastle,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-17,stuttgart,einfrankfurt,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-17,tottenham,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-17,wolves,mancity,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-18,bochum,fckoln,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-18,brentford,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-18,everton,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-18,hoffenheim,freiburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-18,unionberlin,wolfsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-09-30,bayernmunich,leverkusen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-01,arsenal,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-01,bournemouth,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-01,crystalpalace,chelsea,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-01,einfrankfurt,unionberlin,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-01,fckoln,dortmund,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-01,freiburg,mainz,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-01,fulham,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-01,liverpool,brighton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-01,rbleipzig,bochum,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-01,southampton,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-01,werderbremen,mgladbach,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-01,westham,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-01,wolfsburg,stuttgart,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-02,hertha,hoffenheim,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-02,leeds,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-02,mancity,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-02,schalke04,augsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-03,leicester,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-07,hoffenheim,werderbremen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-08,augsburg,wolfsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-08,bochum,einfrankfurt,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-08,bournemouth,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-08,brighton,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-08,chelsea,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-08,dortmund,bayernmunich,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-08,leverkusen,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-08,mainz,rbleipzig,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-08,mancity,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-08,newcastle,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-09,arsenal,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-09,crystalpalace,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-09,everton,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-09,hertha,freiburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-09,mgladbach,fckoln,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-09,stuttgart,unionberlin,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-09,westham,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-10,nottmforest,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-14,brentford,brighton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-14,schalke04,hoffenheim,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-15,einfrankfurt,leverkusen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-15,fulham,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-15,leicester,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-15,rbleipzig,hertha,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-15,stuttgart,bochum,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-15,tottenham,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-15,werderbremen,mainz,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-15,wolfsburg,mgladbach,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-15,wolves,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-16,astonvilla,chelsea,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-16,bayernmunich,freiburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-16,fckoln,augsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-16,leeds,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-16,liverpool,mancity,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-16,manunited,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-16,southampton,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-16,unionberlin,dortmund,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-18,brighton,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-18,crystalpalace,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-19,bournemouth,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-19,brentford,chelsea,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-19,liverpool,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-19,manunited,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-19,newcastle,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-20,fulham,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-20,leicester,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-21,mainz,fckoln,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-22,augsburg,rbleipzig,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-22,chelsea,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-22,dortmund,stuttgart,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-22,everton,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-22,freiburg,werderbremen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-22,hoffenheim,bayernmunich,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-22,leverkusen,wolfsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-22,mancity,brighton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-22,mgladbach,einfrankfurt,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-22,nottmforest,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-23,astonvilla,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-23,bochum,unionberlin,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-23,hertha,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-10-23,leeds,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-23,southampton,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-23,tottenham,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-10-23,wolves,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
